"index","Possible","variabilities","sumFunc","FAdd","FExc","FPar","FTyp","FMod","FEsp","FQua","sumVar","VAdd","VExc","VTyp","VMod","VEsp","VQua"
11899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
